"company","category","size","title","level","city","url","updated"
"Sapiens International Corporation","Fintech","l","R&D Agile PMO","Manager","חולון","https://il.linkedin.com/jobs/view/r-d-agile-pmo-at-sapiens-4395870013?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-31"
"Perion Network","AdTech","l","Netsuite Project Manager","Manager","חולון","https://il.linkedin.com/jobs/view/netsuite-project-manager-at-perion-4392900422?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"TSG","Productivity","l","Projects & Consulting Specialist in Municipal Levies 2070","Manager","אור יהודה","https://il.linkedin.com/jobs/view/projects-consulting-specialist-in-municipal-levies-2070-at-tsg-4392391706?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"IDE Technologies","Productivity","l","Project Engineer (2947)","Manager","קדימה צורן","https://il.linkedin.com/jobs/view/project-engineer-2947-at-ide-technologies-4391801472?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"IMCO Industries","Cybersecurity","l","Junior Project Manager","Manager","נשר","https://il.linkedin.com/jobs/view/junior-project-manager-at-imco-industries-ltd-4394896680?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"ScanMaster Systems","Robotics & Automation","m","Project Manager","Manager","כפר סבא","https://il.linkedin.com/jobs/view/project-manager-at-scanmaster-systems-irt-4392356144?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"XTEND","Aerospace","m","Operation PMO","Manager","תל אביב-יפו","https://www.comeet.com/jobs/xtend/85.00A/operation-pmo/C7.766?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-19"
"Ceragon Networks","Telecommunications","l","Vice President, Global Project Delivery","Manager","ראש העין","https://www.comeet.com/jobs/Ceragon/D3.003/vice-president-global-project-delivery/33.567?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"XTEND","Aerospace","m","Engineering PMO","Manager","תל אביב-יפו","https://www.comeet.com/jobs/xtend/85.00A/engineering-pmo/24.563?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-10"
"CEVA","Productivity","l","R&D Project Manager","Manager","הרצליה","https://www.comeet.com/jobs/ceva/76.005/rd-project-manager/7E.754?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-14"
