"company","category","size","title","level","city","url","updated"
"GroWings","Robotics & Automation","s","Senior Electronic Engineer","Engineer","קדימה צורן","https://il.linkedin.com/jobs/view/senior-electronic-engineer-at-growings-robotx-4389210467?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"Strauss Water","Sustainable Technology","l","Sustaining Mechanical Engineer","Engineer","אור יהודה","https://il.linkedin.com/jobs/view/sustaining-mechanical-engineer-at-strauss-water-ltd-%D7%A9%D7%98%D7%A8%D7%90%D7%95%D7%A1-%D7%9E%D7%99%D7%9D-4401281020?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"Retym","Productivity","s","Senior Verification Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/retym/C6.003/senior-verification-engineer/6F.A3A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"Merck","Health","l","Indirect Procurement Expert Israel","Engineer","הוד השרון","https://il.linkedin.com/jobs/view/indirect-procurement-expert-israel-at-merck-group-4372150867?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"Ceragon Networks","Telecommunications","l","Verification Engineer","Engineer","ראש העין","https://www.comeet.com/jobs/Ceragon/D3.003/verification-engineer/BD.A57?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Apā Wellness","IoT","xs","Mechanical Integrator","Engineer","זכרון יעקב","https://il.linkedin.com/jobs/view/mechanical-integrator-at-apa-wellness-4399378740?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Broadcom","Semiconductors","l","ASIC Verification Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/asic-verification-engineer-at-broadcom-4400400152?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Stratasys","Robotics & Automation","l","Sr. Mechanical Engineer- Systems plant","Engineer","רחובות","https://il.linkedin.com/jobs/view/sr-mechanical-engineer-systems-plant-at-stratasys-4402149087?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Microchip","Semiconductors","xl","Technical Staff Engineer-Hardware","Engineer","הוד השרון","https://il.linkedin.com/jobs/view/technical-staff-engineer-hardware-at-microchip-technology-inc-4402930515?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"NeuReality","AI/ML","m","Senior Design Verification Engineer","Engineer","קיסריה","https://il.linkedin.com/jobs/view/senior-design-verification-engineer-at-neureality-4399948200?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"Beewise","Robotics & Automation","m","Hardware Team Lead","Manager","בית העמק","https://il.linkedin.com/jobs/view/hardware-team-lead-at-beewise-4399953693?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"abra","Productivity","l","Electromechanical Quality Controller","Engineer","רעננה","https://il.linkedin.com/jobs/view/electromechanical-quality-controller-at-abra-4401454024?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"Altair","AI/ML","xs","Verification Student for the SoC group","Student","יקנעם עילית","https://www.comeet.com/jobs/altair_semiconductor/88.003/verification-student-for-the-soc-group/43.363?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"NextSilicon","Semiconductors","l","PCIe Silicon Validation Engineer","Engineer","גבעתיים","https://www.comeet.com/jobs/nextsilicon/18.007/pcie-silicon-validation-engineer/E8.66A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"BIRD Aerosystems","Aerospace","m","FPGA Engineer","Engineer","הרצליה","https://www.comeet.com/jobs/birdaero/97.006/fpga-engineer/82.263?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Apā Wellness","IoT","xs","Mechanical Engineer","Engineer","זכרון יעקב","https://il.linkedin.com/jobs/view/mechanical-engineer-at-apa-wellness-4399502984?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Microbot Medical","Robotics & Automation","s","Mechanical Engineer","Engineer","יוקנעם עילית","https://il.linkedin.com/jobs/view/mechanical-engineer-at-microbot-medical-4399640427?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"NextVision Stabilized Systems","Aerospace","s","NPI Engineer","Engineer","רעננה","https://il.linkedin.com/jobs/view/npi-engineer-at-nextvision-stabilized-systems-ltd-4399369571?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Vishay","Semiconductors","l","Electrician","Engineer","מודיעין-מכבים-רעות","https://il.linkedin.com/jobs/view/electrician-at-vishay-intertechnology-inc-4156933224?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Vishay","Semiconductors","l","Electronics Technician","Engineer","מודיעין-מכבים-רעות","https://il.linkedin.com/jobs/view/electronics-technician-at-vishay-intertechnology-inc-4276083465?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Xsight Labs","Semiconductors","m","Verification Engineer","Engineer","קרית גת","https://il.linkedin.com/jobs/view/verification-engineer-at-xsight-labs-4364567117?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Xsight Labs","Semiconductors","m","VLSI Engineer","Engineer","קרית גת","https://il.linkedin.com/jobs/view/vlsi-engineer-at-xsight-labs-4384783210?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Xsight Labs","Semiconductors","m","Sr. High Speed Board Designer","Engineer","קרית גת","https://il.linkedin.com/jobs/view/sr-high-speed-board-designer-at-xsight-labs-4351913779?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"TriEye","Automotive","m","Hardware Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/hardware-engineer-at-trieye-4400988880?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Elmo Motion Control","Robotics & Automation","l","NPI Engineer","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/npi-engineer-at-elmo-motion-control-4400978704?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"TSG","Productivity","l","Electronics Engineer 2047","Engineer","אור יהודה","https://il.linkedin.com/jobs/view/electronics-engineer-2047-at-tsg-4400980635?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Mobileye","Automotive","l","Mechanical Engineer - Temporary","Engineer","ירושלים","https://il.linkedin.com/jobs/view/mechanical-engineer-temporary-at-mobileye-4387740207?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Google","Digital Media","xl","SOC Performance Engineer, Google Cloud","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/soc-performance-engineer-google-cloud-at-google-4387725379?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"BIRD Aerosystems","Aerospace","m","RT SW Developer","Engineer","הרצליה","https://www.comeet.com/jobs/birdaero/97.006/rt-sw-developer/4D.549?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Speedata","Semiconductors","m","Senior Board Design Engineer","Engineer","נתניה","https://il.linkedin.com/jobs/view/senior-board-design-engineer-at-speedata-io-4399873294?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"NextSilicon","Semiconductors","l","Verification Engineer","Engineer","גבעתיים","https://www.comeet.com/jobs/nextsilicon/18.007/verification-engineer/A3.339?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"ForSight Robotics","Robotics & Automation","m","Verification & Validation Manager","Manager","יוקנעם עילית","https://il.linkedin.com/jobs/view/verification-validation-manager-at-forsight-robotics-4397957221?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Mentee Robotics","Robotics & Automation","s","Hardware Test Engineer","Engineer","הרצליה","https://il.linkedin.com/jobs/view/hardware-test-engineer-at-mentee-robotics-4397932822?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Mentee Robotics","Robotics & Automation","s","Senior Hardware Engineer","Engineer","הרצליה","https://il.linkedin.com/jobs/view/senior-hardware-engineer-at-mentee-robotics-4397733509?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-05"
"Quantum Machines","IoT","m","System Verification Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/system-verification-engineer-at-quantum-machines-4295671873?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-05"
"Tata Consultancy Services","AI/ML","l","SOC Manager","Manager","פתח תקווה","https://il.linkedin.com/jobs/view/soc-manager-at-tata-consultancy-services-4381515342?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-05"
"Orpak Systems","E-commerce & Retail","l","NPI Engineering Lead","Manager","יקום","https://www.comeet.com/jobs/Orpak/65.001/npi-engineering-lead/7E.66F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-04"
"HP","Productivity","xl","Mechanical Engineer Student","Student","נתניה","https://il.linkedin.com/jobs/view/mechanical-engineer-student-at-hp-4391515006?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-01"
"Quantum Machines","IoT","m","Verification Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/verification-engineer-at-quantum-machines-4329759868?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-01"
"Enercon","Aerospace","m","Mechanical Engineer","Engineer","נתניה","https://www.comeet.com/jobs/enercon/A4.00D/mechanical-engineer/FD.066?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"Retym","Productivity","s","VLSI DFT Team Leader","Manager","תל אביב-יפו","https://www.comeet.com/jobs/retym/C6.003/vlsi-dft-team-leader/BD.42D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"Hailo","Semiconductors","l","Verification Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/verification-engineer-at-hailo-4392910012?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"Arbe","Automotive","m","Hardware Team Lead","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/hardware-team-lead-at-arbe-4391843047?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-30"
"BIRD Aerosystems","Aerospace","m","Aircrafts electrical engineer","Engineer","הרצליה","https://www.comeet.com/jobs/birdaero/97.006/aircrafts-electrical-engineer/51.05B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"BIRD Aerosystems","Aerospace","m","R&D Electronic Technician","Engineer","הרצליה","https://www.comeet.com/jobs/birdaero/97.006/rd-electronic-technician/93.368?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"Juganu","IoT","m","Hardware Engineer - Board Design & BSP","Engineer","אור יהודה","https://il.linkedin.com/jobs/view/hardware-engineer-board-design-bsp-at-juganu-4392362015?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"Retym","Productivity","s","Mixed Signal Verification Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/retym/C6.003/mixed-signal-verification-engineer/BE.E50?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-28"
"Percepto","Robotics & Automation","m","Senior Mechanical Engineer","Engineer","מודיעין מכבים רעות","https://www.comeet.com/jobs/percepto/44.000/senior-mechanical-engineer/09.664?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-26"
"CEVA","Productivity","l","Embedded Software Team Leader","Manager","הרצליה","https://www.comeet.com/jobs/ceva/76.005/embedded-software-team-leader/9D.F58?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-24"
"Orpak Systems","E-commerce & Retail","l","Electronic Technician","Engineer","יקום","https://www.comeet.com/jobs/Orpak/65.001/electronic-technician/EC.263?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-15"
"Retym","Productivity","s","System HW Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/retym/C6.003/system-hw-engineer/E2.E5B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-11"
"Enercon","Aerospace","m","Electronics Technician","Engineer","נתניה","https://www.comeet.com/jobs/enercon/A4.00D/electronics-technician/15.257?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-10-19"
"Netafim","Sustainable Technology","l","Maintenance Electrician","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/netafim/B7.002/maintenance-electrician/BB.65E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-09-17"
"Netafim","Sustainable Technology","l","Electrician","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/netafim/B7.002/electrician/00.D5A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-09-14"
"D-Fend Solutions","Aerospace","m","Antenna system and RF Engineer","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/23a8fb17-27d1-4870-bb3a-6f295ca9cc4a?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Hardware Debug Technician/Engineer","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/e39b01ba-47ab-4820-9852-43713cd40ab5?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Mechanical Assembler- Temporary position","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/86e59efa-8aca-4bc5-b4d2-015065f814af?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Mechanical Team Lead","Manager","רעננה","https://jobs.lever.co/d-fendsolutions/b3ecfeb8-cf49-48bd-bee2-020793c64b45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Senior Verification Engineer (FPGA)","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/721b07ac-40d0-4ada-9f36-2427f442ca1d?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"Descope Technologies","Cybersecurity","s","Expert Web Component Developer","Engineer","תל אביב-יפו","https://descope.breezy.hr/p/603526cc2e61-expert-web-component-developer?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
