"company","category","size","title","level","city","url","updated"
"Arpeely","AdTech","m","AI Growth Builder","Scientist","תל אביב-יפו","https://www.comeet.com/jobs/arpeely/57.001/ai-growth-builder/69.766?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Arpeely","AdTech","m","Senior AI-Native Backend Engineer","Scientist","תל אביב-יפו","https://www.comeet.com/jobs/arpeely/57.001/senior-ai-native-backend-engineer/6C.16A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Cellebrite","Cybersecurity","l","Vulnerability Research Team Leader","Manager","פתח תקווה","https://www.comeet.com/jobs/Cellebrite/C3.00F/vulnerability-research-team-leader/CF.D40?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Amazon","E-commerce & Retail","l","2026 Applied Scientist Intern, Amazon University Talent Acquisition","Student","תל אביב-יפו","https://il.linkedin.com/jobs/view/2026-applied-scientist-intern-amazon-university-talent-acquisition-at-amazon-4331394272?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"abra","Productivity","l","Data Scientist","Scientist","רעננה","https://il.linkedin.com/jobs/view/data-scientist-at-abra-4400798167?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"PayPal","Fintech","l","Data Scientist - Risk Automation","Scientist","תל אביב-יפו","https://il.linkedin.com/jobs/view/data-scientist-risk-automation-at-paypal-4401783142?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"PayPal","Fintech","l","Sr Decision Scientist","Scientist","תל אביב-יפו","https://il.linkedin.com/jobs/view/sr-decision-scientist-at-paypal-4401774577?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"PayPal","Fintech","l","Sr Machine Learning Scientist","Scientist","תל אביב-יפו","https://il.linkedin.com/jobs/view/sr-machine-learning-scientist-at-paypal-4401783152?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"vcita","Productivity","m","Platform Infrastructure & AI Team Leader","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/platform-infrastructure-ai-team-leader-at-vcita-4401741487?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Mentee Robotics","Robotics & Automation","s","Computer Vision Engineer","Scientist","הרצליה","https://il.linkedin.com/jobs/view/computer-vision-engineer-at-mentee-robotics-4397739327?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Wiz","Cybersecurity","l","AI Research Scientist","Scientist","תל אביב-יפו","https://il.linkedin.com/jobs/view/ai-research-scientist-at-wiz-4387095226?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"CyberArk","Cybersecurity","l","Content Strategy & AI Enablement Specialist","Scientist","פתח תקווה","https://il.linkedin.com/jobs/view/content-strategy-ai-enablement-specialist-at-cyberark-4388906502?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"abra","Productivity","l","Algorithms Engineer","Scientist","רעננה","https://il.linkedin.com/jobs/view/algorithms-engineer-at-abra-4400790889?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"abra","Productivity","l","Backend Platform AI Engineer","Scientist","רעננה","https://il.linkedin.com/jobs/view/backend-platform-ai-engineer-at-abra-4400793758?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
