"company","category","size","title","level","city","url","updated"
"Nvidia","AI/ML","l","Senior Design Automation Engineer - Chip Design","Designer","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-design-automation-engineer-chip-design-at-nvidia-4395478361?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior Hardware Manager, Co Package Optics Switch Design","Manager","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-hardware-manager-co-package-optics-switch-design-at-nvidia-4395484236?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior System Design Automation, Hardware Engineer","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-system-design-automation-hardware-engineer-at-nvidia-4395468594?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior System Design Test Architect","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-system-design-test-architect-at-nvidia-4395470582?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior DFT Design Engineer","Designer","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-dft-design-engineer-at-nvidia-4395475407?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior Analog Layout Design Engineer","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-analog-layout-design-engineer-at-nvidia-4395477351?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior Physical Design Power Integrity Engineer","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-physical-design-power-integrity-engineer-at-nvidia-4395470489?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior High Speed Optical Transceiver Design Engineer","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-high-speed-optical-transceiver-design-engineer-at-nvidia-4395487173?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior Firmware Design Engineer, Optics","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-firmware-design-engineer-optics-at-nvidia-4395479237?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior Logic Design Engineer, CPU Core","Designer","יקנעם עילית","https://il.linkedin.com/jobs/view/senior-logic-design-engineer-cpu-core-at-nvidia-4395483231?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Grip Security","Cybersecurity","m","Product Design Lead","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/product-design-lead-at-grip-security-4398001548?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
